Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
CGE.InN_vs_GE.UNION	0.020110518776633873	0.09958448721063452	0.02323506775993322	4.951860681303772	1.1553688901814763	0.0007243046316329929	3.37853729392873e-07	1.261760573220582e-07	2.677637394632786
FC.ExN_vs_FC.UNION	0.014027809021701988	0.06841528274141878	0.02080749654711545	4.877118203960121	1.4833033808005809	0.009618627142497829	1.9252685974066282e-07	1.5452290104651447e-07	1.2459438596917645
FC.InN_vs_FC.UNION	0.014781857018073163	0.05011815059248297	0.01827067113833164	3.3905178849454156	1.2360200153467082	0.0542936455893562	-1.4923917218055105e-07	1.3459828795823753e-07	-1.1087746690125526
FC.MG_vs_FC.UNION	0.006065095730545016	0.06724225146842872	0.014662041844711893	11.086758471063119	2.4174460711099686	3.556641738997085e-05	5.803603486026501e-07	2.1703627352163314e-07	2.674024665028183
FC.RG_vs_FC.UNION	0.018081047662040217	0.11540271901083925	0.02562807212695381	6.3825239094479285	1.4173997329124903	0.00018385735476347462	5.187544146292337e-07	1.6080875335720954e-07	3.225909061535402
FC.undef_vs_FC.UNION	0.011132734422953657	0.058706320008695814	0.019804757713399877	5.273306429339961	1.7789661516191475	0.01564414846334451	8.035411120719454e-08	1.6699174098827302e-07	0.4811861396955997
GE.RG_vs_GE.UNION	0.016083114038729716	0.13578528428687336	0.02333325215087019	8.442723465113104	1.450791935857784	6.310425559217562e-07	7.233559167170763e-07	1.381457175300696e-07	5.236180532050343
GE.Undef_vs_GE.UNION	0.004737166044388348	0.0646934453628187	0.016862418122395955	13.656571198186017	3.5596003949178	0.0004189984879714632	7.273115087684386e-07	3.050993519843243e-07	2.383851371817424
LGE.InN_vs_GE.UNION	0.01745214311512241	0.05986132391189337	0.019882663656254223	3.43002710423702	1.1392677406493272	0.03362152973580905	1.2479272378665966e-08	1.2269299199109943e-07	0.10171137060192692
MGE.InN_vs_GE.UNION	0.017914637069737612	0.05102659761676233	0.020371728572567856	2.8483188031176616	1.1371555278103231	0.10431431707631904	-1.3230213624968904e-07	1.2801298945479204e-07	-1.0335055591871145
